timestamp,datetime,open,high,low,close,volume,sentiment_index
1703009700000,2023-12-19 18:15:00,42059.1,42170.5,42039.6,42169.8,1423.778,73.0
1703010600000,2023-12-19 18:30:00,42169.8,42256.1,42117.6,42197.0,2447.479,73.0
1703011500000,2023-12-19 18:45:00,42197.0,42259.5,42149.2,42237.5,1559.537,73.0
1703012400000,2023-12-19 19:00:00,42237.5,42259.0,42163.6,42177.9,1591.365,73.0
1703013300000,2023-12-19 19:15:00,42177.9,42302.8,42161.1,42269.5,1927.18,73.0
1703014200000,2023-12-19 19:30:00,42269.5,42507.7,42264.0,42291.8,2881.454,73.0
1703015100000,2023-12-19 19:45:00,42291.8,42368.2,42224.3,42358.8,2068.213,73.0
1703016000000,2023-12-19 20:00:00,42358.8,42418.3,42292.4,42339.4,2125.201,73.0
1703016900000,2023-12-19 20:15:00,42339.4,42384.5,42268.9,42304.7,1597.581,73.0
1703017800000,2023-12-19 20:30:00,42304.7,42307.3,42140.2,42231.6,1093.157,73.0
1703018700000,2023-12-19 20:45:00,42231.6,42309.2,42200.0,42232.5,1256.784,73.0
1703019600000,2023-12-19 21:00:00,42232.5,42320.9,42222.8,42303.1,895.406,73.0
1703020500000,2023-12-19 21:15:00,42303.1,42410.1,42264.5,42375.1,985.559,73.0
1703021400000,2023-12-19 21:30:00,42375.1,42424.3,42350.0,42402.6,1248.096,73.0
1703022300000,2023-12-19 21:45:00,42402.6,42542.4,42398.9,42536.6,1405.368,73.0
1703023200000,2023-12-19 22:00:00,42536.6,42538.3,42316.7,42363.5,1518.961,73.0
1703024100000,2023-12-19 22:15:00,42363.5,42393.5,42291.0,42324.6,1175.668,73.0
1703025000000,2023-12-19 22:30:00,42324.6,42391.8,42263.3,42275.5,1139.485,73.0
1703025900000,2023-12-19 22:45:00,42275.5,42420.9,42275.4,42342.5,938.16,73.0
1703026800000,2023-12-19 23:00:00,42342.5,42422.6,42314.2,42314.2,1025.857,73.0
1703027700000,2023-12-19 23:15:00,42314.2,42324.0,42252.6,42288.1,1480.783,73.0
1703028600000,2023-12-19 23:30:00,42288.1,42356.6,42226.6,42232.6,2041.223,73.0
1703029500000,2023-12-19 23:45:00,42232.6,42304.4,42212.1,42278.6,2088.667,73.0
1703030400000,2023-12-20 00:00:00,42278.6,42377.8,42244.2,42337.1,2044.418,74.0
1703031300000,2023-12-20 00:15:00,42337.1,42396.3,42309.8,42342.5,1702.293,74.0
1703032200000,2023-12-20 00:30:00,42342.5,42450.5,42330.1,42407.3,1598.035,74.0
1703033100000,2023-12-20 00:45:00,42407.3,42453.4,42395.2,42427.5,1485.078,74.0
1703034000000,2023-12-20 01:00:00,42427.5,42487.7,42427.5,42482.8,1503.397,74.0
1703034900000,2023-12-20 01:15:00,42482.8,42500.0,42381.0,42384.9,1927.098,74.0
1703035800000,2023-12-20 01:30:00,42384.9,42415.4,42290.4,42317.6,1705.736,74.0
1703036700000,2023-12-20 01:45:00,42317.6,42355.5,42242.0,42316.9,1864.981,74.0
1703037600000,2023-12-20 02:00:00,42316.9,42362.0,42205.8,42294.0,1595.397,74.0
1703038500000,2023-12-20 02:15:00,42294.0,42390.0,42266.2,42382.4,1761.683,74.0
1703039400000,2023-12-20 02:30:00,42382.4,42455.3,42382.4,42415.3,1516.045,74.0
1703040300000,2023-12-20 02:45:00,42415.3,42461.2,42404.8,42436.2,1457.331,74.0
1703041200000,2023-12-20 03:00:00,42436.2,42483.2,42416.3,42476.2,1189.173,74.0
1703042100000,2023-12-20 03:15:00,42476.2,42482.0,42431.5,42432.4,1390.625,74.0
1703043000000,2023-12-20 03:30:00,42432.4,42471.7,42406.5,42406.5,1907.036,74.0
1703043900000,2023-12-20 03:45:00,42406.5,42445.5,42369.3,42429.9,2084.505,74.0
1703044800000,2023-12-20 04:00:00,42429.9,42433.9,42387.0,42428.0,1810.173,74.0
1703045700000,2023-12-20 04:15:00,42428.0,42684.0,42418.2,42618.6,2908.398,74.0
1703046600000,2023-12-20 04:30:00,42618.6,42708.8,42609.0,42633.3,2713.77,74.0
1703047500000,2023-12-20 04:45:00,42633.3,42875.4,42600.0,42827.5,2806.991,74.0
1703048400000,2023-12-20 05:00:00,42827.5,42847.5,42653.7,42682.3,1985.514,74.0
1703049300000,2023-12-20 05:15:00,42682.3,42682.3,42616.0,42627.0,1627.42,74.0
1703050200000,2023-12-20 05:30:00,42627.0,42659.4,42596.5,42610.9,1872.662,74.0
1703051100000,2023-12-20 05:45:00,42610.9,42736.5,42610.8,42726.4,1501.51,74.0
1703052000000,2023-12-20 06:00:00,42726.4,42760.0,42650.0,42759.2,1713.378,74.0
1703052900000,2023-12-20 06:15:00,42759.2,43038.2,42759.2,42977.0,2533.177,74.0
1703053800000,2023-12-20 06:30:00,42977.0,42991.1,42808.7,42836.1,2300.988,74.0
1703054700000,2023-12-20 06:45:00,42836.1,42947.2,42808.1,42885.3,2058.801,74.0
1703055600000,2023-12-20 07:00:00,42885.3,42949.5,42836.2,42930.6,1882.416,74.0
1703056500000,2023-12-20 07:15:00,42930.6,42944.7,42829.1,42829.9,1993.177,74.0
1703057400000,2023-12-20 07:30:00,42829.9,42927.9,42821.1,42899.9,1648.389,74.0
1703058300000,2023-12-20 07:45:00,42899.9,42984.8,42895.7,42944.1,1785.471,74.0
1703059200000,2023-12-20 08:00:00,42944.1,43020.3,42834.1,42840.0,2108.54,74.0
1703060100000,2023-12-20 08:15:00,42840.0,42921.9,42835.7,42872.3,1527.422,74.0
1703061000000,2023-12-20 08:30:00,42872.3,42910.1,42846.6,42847.5,1128.372,74.0
1703061900000,2023-12-20 08:45:00,42847.5,42858.8,42765.4,42794.0,1266.709,74.0
1703062800000,2023-12-20 09:00:00,42794.0,42874.5,42794.0,42862.8,1326.203,74.0
1703063700000,2023-12-20 09:15:00,42862.8,42967.9,42831.6,42965.9,1227.861,74.0
1703064600000,2023-12-20 09:30:00,42965.9,42969.4,42842.1,42849.5,1288.433,74.0
1703065500000,2023-12-20 09:45:00,42849.5,42866.1,42736.8,42799.1,1378.792,74.0
1703066400000,2023-12-20 10:00:00,42799.1,42876.3,42752.1,42861.1,1139.546,74.0
1703067300000,2023-12-20 10:15:00,42861.1,42934.8,42688.0,42757.1,1330.445,74.0
1703068200000,2023-12-20 10:30:00,42757.1,42864.5,42757.0,42840.4,912.981,74.0
1703069100000,2023-12-20 10:45:00,42840.4,42883.3,42785.3,42883.3,887.476,74.0
1703070000000,2023-12-20 11:00:00,42883.3,42939.0,42805.8,42832.0,1280.77,74.0
1703070900000,2023-12-20 11:15:00,42832.0,42900.0,42802.7,42803.8,920.412,74.0
1703071800000,2023-12-20 11:30:00,42803.8,42860.1,42763.8,42855.7,1447.704,74.0
1703072700000,2023-12-20 11:45:00,42855.7,43011.7,42855.6,42877.4,2147.34,74.0
1703073600000,2023-12-20 12:00:00,42877.4,42890.9,42771.2,42800.7,1660.974,74.0
1703074500000,2023-12-20 12:15:00,42800.7,42947.3,42781.0,42945.2,1406.991,74.0
1703075400000,2023-12-20 12:30:00,42945.2,43016.0,42903.6,42946.1,1570.115,74.0
1703076300000,2023-12-20 12:45:00,42946.1,42997.0,42882.0,42993.1,1491.448,74.0
1703077200000,2023-12-20 13:00:00,42993.1,43232.0,42992.8,43180.1,3530.822,74.0
1703078100000,2023-12-20 13:15:00,43180.1,43419.2,43130.6,43411.4,3269.61,74.0
1703079000000,2023-12-20 13:30:00,43411.4,43456.0,43275.0,43454.4,2959.333,74.0
1703079900000,2023-12-20 13:45:00,43454.4,43799.0,43439.8,43791.4,5914.487,74.0
1703080800000,2023-12-20 14:00:00,43791.4,43939.3,43675.9,43679.8,4607.4,74.0
1703081700000,2023-12-20 14:15:00,43679.8,44172.4,43624.0,44097.1,4488.331,74.0
1703082600000,2023-12-20 14:30:00,44097.1,44204.1,43950.0,43979.5,3253.7,74.0
1703083500000,2023-12-20 14:45:00,43979.5,44107.0,43893.5,43894.0,2223.923,74.0
1703084400000,2023-12-20 15:00:00,43894.0,44336.0,43835.9,44316.7,3050.36,74.0
1703085300000,2023-12-20 15:15:00,44316.7,44335.8,44104.6,44157.4,2048.012,74.0
1703086200000,2023-12-20 15:30:00,44157.4,44281.8,44040.2,44070.9,2690.159,74.0
1703087100000,2023-12-20 15:45:00,44070.9,44218.9,44027.5,44062.4,2031.447,74.0
1703088000000,2023-12-20 16:00:00,44062.4,44151.5,43907.1,43929.8,2393.494,74.0
1703088900000,2023-12-20 16:15:00,43929.8,44021.7,43879.5,43946.3,2117.672,74.0
1703089800000,2023-12-20 16:30:00,43946.3,44019.1,43906.9,43975.0,1749.171,74.0
1703090700000,2023-12-20 16:45:00,43975.0,43990.8,43506.6,43711.0,3840.3,74.0
1703091600000,2023-12-20 17:00:00,43711.0,43811.1,43606.9,43636.1,2239.793,74.0
1703092500000,2023-12-20 17:15:00,43636.1,43919.5,43603.5,43918.6,2290.708,74.0
1703093400000,2023-12-20 17:30:00,43918.6,43947.0,43873.1,43922.8,1520.068,74.0
1703094300000,2023-12-20 17:45:00,43922.8,44060.8,43882.0,44018.1,1681.578,74.0
1703095200000,2023-12-20 18:00:00,44018.1,44135.0,43998.7,44091.0,1859.877,74.0
1703096100000,2023-12-20 18:15:00,44091.0,44100.9,43947.9,43963.5,1786.947,74.0
1703097000000,2023-12-20 18:30:00,43963.5,44184.5,43958.8,44166.2,1820.266,74.0
1703097900000,2023-12-20 18:45:00,44166.2,44225.8,44140.0,44162.4,1665.351,74.0
1703098800000,2023-12-20 19:00:00,44162.4,44276.9,44035.7,44071.4,2243.748,74.0
1703099700000,2023-12-20 19:15:00,44071.4,44171.5,44056.8,44061.5,1470.769,74.0
1703100600000,2023-12-20 19:30:00,44061.5,44113.8,43793.5,43875.8,2591.63,74.0
1703101500000,2023-12-20 19:45:00,43875.8,43978.3,43738.9,43738.9,2567.026,74.0
1703102400000,2023-12-20 20:00:00,43738.9,43803.0,43237.0,43568.9,4098.964,74.0
1703103300000,2023-12-20 20:15:00,43568.9,43759.7,43553.5,43608.5,2379.485,74.0
1703104200000,2023-12-20 20:30:00,43608.5,43824.2,43602.3,43779.3,1021.535,74.0
1703105100000,2023-12-20 20:45:00,43779.3,43807.1,43433.3,43457.3,1471.016,74.0
1703106000000,2023-12-20 21:00:00,43457.3,43714.7,43453.5,43658.7,1274.791,74.0
1703106900000,2023-12-20 21:15:00,43658.7,43730.7,43578.4,43685.1,1081.853,74.0
1703107800000,2023-12-20 21:30:00,43685.1,43686.3,43535.4,43545.6,1225.907,74.0
1703108700000,2023-12-20 21:45:00,43545.6,43570.0,43354.0,43481.6,1280.043,74.0
1703109600000,2023-12-20 22:00:00,43481.6,43560.9,43445.6,43549.9,1357.438,74.0
1703110500000,2023-12-20 22:15:00,43549.9,43707.4,43549.9,43686.1,1333.994,74.0
1703111400000,2023-12-20 22:30:00,43686.1,43762.6,43597.9,43624.2,1543.065,74.0
1703112300000,2023-12-20 22:45:00,43624.2,43672.1,43527.0,43624.2,1493.299,74.0
1703113200000,2023-12-20 23:00:00,43624.2,43625.0,43474.4,43536.1,1540.858,74.0
1703114100000,2023-12-20 23:15:00,43536.1,43632.9,43484.6,43609.2,1469.112,74.0
1703115000000,2023-12-20 23:30:00,43609.2,43661.1,43596.3,43660.3,1174.059,74.0
1703115900000,2023-12-20 23:45:00,43660.3,43688.1,43631.4,43688.1,1051.873,74.0
1703116800000,2023-12-21 00:00:00,43688.1,43688.1,43567.9,43581.6,1354.163,70.0
1703117700000,2023-12-21 00:15:00,43581.6,43684.2,43542.9,43663.2,1404.485,70.0
1703118600000,2023-12-21 00:30:00,43663.2,43759.1,43663.1,43706.3,1992.761,70.0
1703119500000,2023-12-21 00:45:00,43706.3,43719.2,43600.0,43610.1,1727.219,70.0
1703120400000,2023-12-21 01:00:00,43610.1,43630.4,43385.2,43447.1,2335.75,70.0
1703840400000,2023-12-29 09:00:00,42503.7,42547.8,42445.2,42535.9,1165.169,65.0
1703841300000,2023-12-29 09:15:00,42535.9,42669.9,42515.5,42636.4,1509.059,65.0
1703842200000,2023-12-29 09:30:00,42636.4,42712.9,42619.2,42658.5,1369.929,65.0
1703843100000,2023-12-29 09:45:00,42658.5,42708.8,42609.2,42680.2,1245.695,65.0
1703844000000,2023-12-29 10:00:00,42680.2,42811.7,42644.4,42712.7,1623.4,65.0
1703844900000,2023-12-29 10:15:00,42712.7,42775.8,42711.2,42750.1,1413.283,65.0
1703845800000,2023-12-29 10:30:00,42750.1,42829.9,42750.1,42805.2,2140.841,65.0
1703846700000,2023-12-29 10:45:00,42805.2,42811.9,42710.7,42713.0,2034.476,65.0
1703847600000,2023-12-29 11:00:00,42713.0,42804.4,42702.5,42769.1,1897.703,65.0
1703848500000,2023-12-29 11:15:00,42769.1,42973.6,42769.1,42887.1,3048.433,65.0
1703849400000,2023-12-29 11:30:00,42887.1,42934.1,42856.5,42865.7,1436.572,65.0
1703850300000,2023-12-29 11:45:00,42865.7,42936.3,42833.0,42892.0,1548.955,65.0
1703851200000,2023-12-29 12:00:00,42892.0,42966.5,42846.7,42847.4,1698.532,65.0
1703852100000,2023-12-29 12:15:00,42847.4,42903.9,42805.0,42857.5,1264.872,65.0
1703853000000,2023-12-29 12:30:00,42857.5,42876.9,42776.3,42808.2,1342.79,65.0
1703853900000,2023-12-29 12:45:00,42808.2,42856.1,42785.0,42853.0,1216.908,65.0
1703854800000,2023-12-29 13:00:00,42853.0,42912.3,42816.3,42816.3,1109.473,65.0
1703855700000,2023-12-29 13:15:00,42816.3,42852.0,42733.3,42741.0,1663.637,65.0
1703856600000,2023-12-29 13:30:00,42741.0,42879.2,42730.2,42870.1,2240.543,65.0
1703857500000,2023-12-29 13:45:00,42870.1,42886.3,42822.7,42843.0,2075.468,65.0
1703858400000,2023-12-29 14:00:00,42843.0,42886.8,42805.7,42829.3,1938.376,65.0
1703859300000,2023-12-29 14:15:00,42829.3,42883.0,42787.2,42835.0,1429.274,65.0
1703860200000,2023-12-29 14:30:00,42835.0,43143.5,42813.8,43064.9,2524.175,65.0
1703861100000,2023-12-29 14:45:00,43064.9,43081.0,42963.0,43049.1,1334.358,65.0
1703862000000,2023-12-29 15:00:00,43049.1,43068.2,42817.5,42839.2,1455.492,65.0
1703862900000,2023-12-29 15:15:00,42839.2,42839.2,42594.8,42741.9,2221.962,65.0
1703863800000,2023-12-29 15:30:00,42741.9,42772.8,42517.8,42553.2,2096.722,65.0
1703864700000,2023-12-29 15:45:00,42553.2,42558.8,42137.4,42281.2,4162.684,65.0
1703865600000,2023-12-29 16:00:00,42281.2,42369.6,42167.0,42176.9,2502.061,65.0
1703866500000,2023-12-29 16:15:00,42176.9,42248.3,41840.0,42230.2,4808.787,65.0
1703867400000,2023-12-29 16:30:00,42230.2,42320.0,42182.6,42278.8,1996.187,65.0
1703868300000,2023-12-29 16:45:00,42278.8,42291.5,41982.4,41984.7,2026.668,65.0
1703869200000,2023-12-29 17:00:00,41984.7,42074.5,41737.6,41905.0,3823.37,65.0
1703870100000,2023-12-29 17:15:00,41905.0,42047.0,41816.3,41877.5,1905.803,65.0
1703871000000,2023-12-29 17:30:00,41877.5,41953.0,41755.4,41755.5,2505.847,65.0
1703871900000,2023-12-29 17:45:00,41755.5,41877.3,41678.0,41833.9,2514.128,65.0
1703872800000,2023-12-29 18:00:00,41833.9,41955.4,41788.1,41919.2,2108.652,65.0
1703873700000,2023-12-29 18:15:00,41919.2,41971.6,41889.3,41896.7,1589.643,65.0
1703874600000,2023-12-29 18:30:00,41896.7,42140.9,41895.1,42110.6,2702.551,65.0
1703875500000,2023-12-29 18:45:00,42110.6,42123.4,42036.1,42078.4,2515.695,65.0
1703876400000,2023-12-29 19:00:00,42078.4,42129.0,41968.7,42033.3,2152.314,65.0
1703877300000,2023-12-29 19:15:00,42033.3,42171.1,41990.3,42119.7,2366.343,65.0
1703878200000,2023-12-29 19:30:00,42119.7,42178.0,42110.9,42141.0,2070.559,65.0
1703879100000,2023-12-29 19:45:00,42141.0,42180.0,42094.9,42140.3,1757.277,65.0
1703880000000,2023-12-29 20:00:00,42140.3,42144.5,42067.4,42112.2,2025.318,65.0
1703880900000,2023-12-29 20:15:00,42112.2,42112.2,42038.6,42067.3,1491.816,65.0
1703881800000,2023-12-29 20:30:00,42067.3,42107.1,41958.7,41976.0,932.683,65.0
1703882700000,2023-12-29 20:45:00,41976.0,42080.0,41972.2,42057.5,844.984,65.0
1703883600000,2023-12-29 21:00:00,42057.5,42270.7,42021.4,42230.5,1542.108,65.0
1703884500000,2023-12-29 21:15:00,42230.5,42240.2,41943.1,42007.7,1671.294,65.0
1703885400000,2023-12-29 21:30:00,42007.7,42024.4,41893.8,41998.4,1926.586,65.0
1703886300000,2023-12-29 21:45:00,41998.4,42034.8,41901.4,41952.6,1620.658,65.0
1703887200000,2023-12-29 22:00:00,41952.6,41968.9,41820.8,41861.1,1940.586,65.0
1703888100000,2023-12-29 22:15:00,41861.1,41874.5,41276.0,41792.1,5586.392,65.0
1703889000000,2023-12-29 22:30:00,41792.1,41862.8,41654.7,41821.6,1724.635,65.0
1703889900000,2023-12-29 22:45:00,41821.6,41865.0,41690.8,41782.4,1335.216,65.0
1703890800000,2023-12-29 23:00:00,41782.4,41881.3,41781.7,41840.4,1216.871,65.0
1703891700000,2023-12-29 23:15:00,41840.4,42017.6,41840.1,41991.3,1785.689,65.0
1703892600000,2023-12-29 23:30:00,41991.3,42037.7,41970.0,42020.4,1569.259,65.0
1703893500000,2023-12-29 23:45:00,42020.4,42114.6,42000.9,42082.6,1874.543,65.0
1703894400000,2023-12-30 00:00:00,42082.6,42122.6,42028.8,42122.3,1501.472,68.0
1703895300000,2023-12-30 00:15:00,42122.3,42236.5,42115.7,42180.1,2032.653,68.0
1703896200000,2023-12-30 00:30:00,42180.1,42193.9,42124.5,42135.5,1891.48,68.0
1703897100000,2023-12-30 00:45:00,42135.5,42191.2,42118.8,42118.8,1405.295,68.0
1703898000000,2023-12-30 01:00:00,42118.8,42153.6,42102.6,42124.8,1588.613,68.0
1703898900000,2023-12-30 01:15:00,42124.8,42178.1,42109.6,42152.5,1445.746,68.0
1703899800000,2023-12-30 01:30:00,42152.5,42225.4,42152.5,42203.0,1429.868,68.0
1703900700000,2023-12-30 01:45:00,42203.0,42222.4,42174.3,42187.4,1101.503,68.0
1703901600000,2023-12-30 02:00:00,42187.4,42213.5,42148.0,42148.2,1318.216,68.0
1703902500000,2023-12-30 02:15:00,42148.2,42213.7,42125.9,42178.9,1198.136,68.0
1703903400000,2023-12-30 02:30:00,42178.9,42178.9,41993.4,41993.5,1532.074,68.0
1703904300000,2023-12-30 02:45:00,41993.5,42029.8,41867.2,41927.7,1606.788,68.0
1703905200000,2023-12-30 03:00:00,41927.7,42037.6,41919.2,42003.5,1340.233,68.0
1703906100000,2023-12-30 03:15:00,42003.5,42007.6,41841.8,41851.1,1535.289,68.0
1703907000000,2023-12-30 03:30:00,41851.1,41988.0,41849.1,41965.2,2167.869,68.0
1703907900000,2023-12-30 03:45:00,41965.2,42033.0,41939.7,42001.7,1479.475,68.0
1703908800000,2023-12-30 04:00:00,42001.7,42089.6,41992.5,42046.3,1698.742,68.0
1703909700000,2023-12-30 04:15:00,42046.3,42078.4,42025.0,42033.4,1368.534,68.0
1703910600000,2023-12-30 04:30:00,42033.4,42080.6,42000.7,42057.0,797.129,68.0
1703911500000,2023-12-30 04:45:00,42057.0,42058.7,41994.4,42019.0,774.417,68.0
1703912400000,2023-12-30 05:00:00,42019.0,42103.0,42005.0,42054.4,855.048,68.0
1703913300000,2023-12-30 05:15:00,42054.4,42157.5,42038.9,42091.9,833.432,68.0
1703914200000,2023-12-30 05:30:00,42091.9,42116.8,42071.4,42104.4,845.033,68.0
1703915100000,2023-12-30 05:45:00,42104.4,42145.7,42096.3,42121.9,805.623,68.0
1703916000000,2023-12-30 06:00:00,42121.9,42187.6,42114.6,42140.0,968.329,68.0
1703916900000,2023-12-30 06:15:00,42140.0,42144.0,42057.4,42076.3,993.613,68.0
1703917800000,2023-12-30 06:30:00,42076.3,42101.6,42057.6,42083.8,1329.454,68.0
1703918700000,2023-12-30 06:45:00,42083.8,42126.9,42060.0,42077.1,1304.272,68.0
1703919600000,2023-12-30 07:00:00,42077.1,42113.8,42067.0,42091.5,1394.557,68.0
1703920500000,2023-12-30 07:15:00,42091.5,42150.0,42017.8,42037.9,1288.941,68.0
1703921400000,2023-12-30 07:30:00,42037.9,42040.0,41978.4,42013.8,2309.763,68.0
